question_id,sample_id,attempt_index,tokenized_trace,is_correct
241,0,0,Q241_T01_point_origin_smallest > Q241_T07_point_sqrt_distance > Q241_T11_step_substitute_terms > Q241_T12_set_derivative_find > Q241_T04_frac_point_minimum > Q241_T05_step_smallest_problem,True
241,1,1,Q241_T01_point_origin_smallest > Q241_T07_point_sqrt_distance > Q241_T13_distance_terms_squared > Q241_T08_expression_frac_left > Q241_T02_points_find_critical > Q241_T09_points_256_critical > Q241_T10_value_minimum_comparing > Q241_T14_back_relate_sqrt > Q241_T15_simply_minimum_since,True
241,2,2,Q241_T01_point_origin_smallest > Q241_T03_point_distance_minimize > Q241_T06_step_frac_left > Q241_T02_points_find_critical > Q241_T04_frac_point_minimum > Q241_T05_step_smallest_problem,True
241,3,3,Q241_T01_point_origin_smallest > Q241_T03_point_distance_minimize > Q241_T06_step_frac_left > Q241_T02_points_find_critical > Q241_T04_frac_point_minimum > Q241_T05_step_smallest_problem,True
241,4,4,Q241_T01_point_origin_smallest > Q241_T07_point_sqrt_distance > Q241_T16_substitute_sqrt_frac > Q241_T17_square_frac_distance > Q241_T02_points_find_critical > Q241_T09_points_256_critical > Q241_T10_value_minimum_comparing > Q241_T18_minimum_local_nature > Q241_T19_answer_sqrt_problem,True
241,5,5,Q241_T01_point_origin_smallest > Q241_T03_point_distance_minimize > Q241_T08_expression_frac_left > Q241_T08_expression_frac_left > Q241_T02_points_find_critical > Q241_T09_points_256_critical > Q241_T10_value_minimum_comparing > Q241_T20_logic_double_asks > Q241_T21_point_slope_implies > Q241_T22_vec_vector_implies > Q241_T23_need_sqrt_smallest,True
241,6,6,Q241_T01_point_origin_smallest > Q241_T03_point_distance_minimize > Q241_T06_step_frac_left > Q241_T02_points_find_critical > Q241_T04_frac_point_minimum > Q241_T24_step_minimum_determine,True
241,7,7,Q241_T01_point_origin_smallest > Q241_T03_point_distance_minimize > Q241_T06_step_frac_left > Q241_T02_points_find_critical > Q241_T04_frac_point_minimum > Q241_T05_step_smallest_problem,True
241,8,8,Q241_T01_point_origin_smallest > Q241_T03_point_distance_minimize > Q241_T11_step_substitute_terms > Q241_T25_minimum_since_frac > Q241_T26_step_minimum_sqrt,True
241,9,9,Q241_T01_point_origin_smallest > Q241_T03_point_distance_minimize > Q241_T27_step_substitute_only > Q241_T02_points_find_critical > Q241_T28_minimum_local_sqrt > Q241_T05_step_smallest_problem,False
