question_id,sample_id,attempt_index,tokenized_trace,is_correct
25,0,0,Q25_T02_vector_need_find > Q25_T06_line_point_coordinate > Q25_T01_vector_pmatrix_end > Q25_T01_vector_pmatrix_end,True
25,1,1,Q25_T02_vector_need_find > Q25_T03_line_point_points > Q25_T01_vector_pmatrix_end > Q25_T01_vector_pmatrix_end > Q25_T05_slope_delta_pmatrix,False
25,2,2,Q25_T02_vector_need_find > Q25_T03_line_point_points > Q25_T01_vector_pmatrix_end > Q25_T01_vector_pmatrix_end > Q25_T07_step_component_equation,True
25,3,3,Q25_T02_vector_need_find > Q25_T08_line_point_units > Q25_T01_vector_pmatrix_end > Q25_T04_end_begin_vector,True
25,4,4,Q25_T02_vector_need_find > Q25_T03_line_point_points > Q25_T01_vector_pmatrix_end > Q25_T04_end_begin_vector,True
25,5,5,Q25_T02_vector_need_find > Q25_T09_line_point_points > Q25_T10_line_step_slope > Q25_T05_slope_delta_pmatrix > Q25_T11_end_begin_times,True
25,6,6,Q25_T02_vector_need_find > Q25_T03_line_point_points > Q25_T01_vector_pmatrix_end > Q25_T04_end_begin_vector,True
25,7,7,Q25_T02_vector_need_find > Q25_T03_line_point_points > Q25_T01_vector_pmatrix_end > Q25_T04_end_begin_vector > Q25_T04_end_begin_vector,True
25,8,8,Q25_T02_vector_need_find > Q25_T03_line_point_points > Q25_T01_vector_pmatrix_end > Q25_T04_end_begin_vector,True
25,9,9,Q25_T02_vector_need_find > Q25_T03_line_point_points > Q25_T01_vector_pmatrix_end > Q25_T12_end_begin_vector > Q25_T04_end_begin_vector,True
