question_id,sample_id,attempt_index,tokenized_trace,is_correct
19,0,0,Q19_T06_omega_product_13th > Q19_T07_general_omega_term > Q19_T05_prod_product_left > Q19_T02_sqrt_frac_64i > Q19_T03_4096_step_3600 > Q19_T01_remainder_1000_321,True
19,1,4,Q19_T06_omega_product_13th > Q19_T08_omega_term_frac > Q19_T05_prod_product_left > Q19_T19_step_overline_compute > Q19_T03_4096_step_3600 > Q19_T01_remainder_1000_321,True
19,2,5,Q19_T11_root_remainder_omega > Q19_T08_omega_term_frac > Q19_T05_prod_product_left > Q19_T20_prod_omega_part > Q19_T02_sqrt_frac_64i > Q19_T13_4096_3600_4225 > Q19_T01_remainder_1000_321,True
19,3,9,Q19_T04_prod_remainder_omega > Q19_T08_omega_term_frac > Q19_T06_omega_product_13th > Q19_T02_sqrt_frac_64i > Q19_T14_step_1089_1024 > Q19_T12_step_remainder_find,False
19,4,10,Q19_T04_prod_remainder_omega > Q19_T07_general_omega_term > Q19_T05_prod_product_left > Q19_T15_sqrt_frac_cdot > Q19_T03_4096_step_3600 > Q19_T01_remainder_1000_321,True
19,5,14,Q19_T11_root_remainder_omega > Q19_T10_roots_general_omega > Q19_T16_prod_step_omega > Q19_T02_sqrt_frac_64i > Q19_T21_8321_remainder_1000,True
19,6,15,Q19_T04_prod_remainder_omega > Q19_T10_roots_general_omega > Q19_T05_prod_product_left > Q19_T02_sqrt_frac_64i > Q19_T03_4096_step_3600 > Q19_T01_remainder_1000_321,True
19,7,19,Q19_T06_omega_product_13th > Q19_T07_general_omega_term > Q19_T09_roots_prod_polynomial > Q19_T02_sqrt_frac_64i > Q19_T03_4096_step_3600 > Q19_T01_remainder_1000_321,True
19,8,20,Q19_T04_prod_remainder_omega > Q19_T07_general_omega_term > Q19_T09_roots_prod_polynomial > Q19_T22_overline_sqrt_64i > Q19_T03_4096_step_3600 > Q19_T01_remainder_1000_321,True
19,9,21,Q19_T04_prod_remainder_omega > Q19_T07_general_omega_term > Q19_T17_roots_prod_omega > Q19_T18_sqrt_frac_alpha > Q19_T23_implies_3600_alpha > Q19_T01_remainder_1000_321,True
19,10,24,Q19_T06_omega_product_13th > Q19_T08_omega_term_frac > Q19_T09_roots_prod_polynomial > Q19_T02_sqrt_frac_64i > Q19_T14_step_1089_1024 > Q19_T12_step_remainder_find,False
19,11,26,Q19_T04_prod_remainder_omega > Q19_T08_omega_term_frac > Q19_T16_prod_step_omega > Q19_T15_sqrt_frac_cdot > Q19_T12_step_remainder_find,True
19,12,30,Q19_T06_omega_product_13th > Q19_T10_roots_general_omega > Q19_T05_prod_product_left > Q19_T24_cos_sqrt_64i > Q19_T01_remainder_1000_321,True
19,13,32,Q19_T11_root_remainder_omega > Q19_T08_omega_term_frac > Q19_T05_prod_product_left > Q19_T09_roots_prod_polynomial > Q19_T02_sqrt_frac_64i > Q19_T13_4096_3600_4225 > Q19_T01_remainder_1000_321,True
19,14,35,Q19_T06_omega_product_13th > Q19_T10_roots_general_omega > Q19_T09_roots_prod_polynomial > Q19_T02_sqrt_frac_64i > Q19_T03_4096_step_3600 > Q19_T01_remainder_1000_321,True
19,15,36,Q19_T04_prod_remainder_omega > Q19_T07_general_omega_term > Q19_T05_prod_product_left > Q19_T02_sqrt_frac_64i > Q19_T03_4096_step_3600 > Q19_T25_root_8321_set,True
19,16,37,Q19_T04_prod_remainder_omega > Q19_T07_general_omega_term > Q19_T26_roots_prod_polynomial > Q19_T27_cos_sqrt_sin > Q19_T03_4096_step_3600 > Q19_T01_remainder_1000_321,True
19,17,39,Q19_T04_prod_remainder_omega > Q19_T28_general_omega_term > Q19_T17_roots_prod_omega > Q19_T18_sqrt_frac_alpha > Q19_T03_4096_step_3600 > Q19_T01_remainder_1000_321,True
