question_id,sample_id,attempt_index,tokenized_trace,is_correct
352,0,0,Q352_T03_step_perimeter_triangle > Q352_T30_step_variables_since > Q352_T01_frac_alpha_right > Q352_T09_angle_frac_alpha > Q352_T02_theta_tan_equation > Q352_T07_sqrt_frac_121 > Q352_T10_theta_sqrt_tan,False
352,1,1,Q352_T03_step_perimeter_triangle > Q352_T08_angle_since_altitude > Q352_T16_angle_since_frac > Q352_T01_frac_alpha_right > Q352_T11_frac_triangle_tan > Q352_T01_frac_alpha_right > Q352_T02_theta_tan_equation > Q352_T12_triple_theta_use > Q352_T04_angle_theta_alpha > Q352_T13_multiply_sides_frac > Q352_T05_since_frac_theta > Q352_T31_which_need_lengths > Q352_T10_theta_sqrt_tan > Q352_T14_sqrt_perimeter_2ab > Q352_T15_605_sqrt_151 > Q352_T32_approximately_approx_236 > Q352_T33_logical_steps_algebra,False
352,2,2,Q352_T17_properties_geometric_set > Q352_T18_since_base_sqrt > Q352_T09_angle_frac_alpha > Q352_T19_angle_triangle_bdc > Q352_T11_frac_triangle_tan > Q352_T11_frac_triangle_tan > Q352_T20_tan_system_have > Q352_T34_equating_beta_them > Q352_T21_angle_triple_tan > Q352_T35_substitute_tan_equation > Q352_T36_angle_since_specifically > Q352_T22_tan_frac_32t > Q352_T05_since_frac_theta > Q352_T37_substitute_back_now > Q352_T23_sqrt_times_frac > Q352_T06_since_sqrt_triangle > Q352_T23_sqrt_times_frac > Q352_T38_sqrt_value,False
352,3,4,Q352_T24_variables_problem_statement > Q352_T25_point_since_setup > Q352_T09_angle_frac_alpha > Q352_T39_theta_triangle_tan > Q352_T20_tan_system_have > Q352_T40_theta_substitute_tan > Q352_T21_angle_triple_tan > Q352_T02_theta_tan_equation > Q352_T04_angle_theta_alpha > Q352_T13_multiply_sides_frac > Q352_T05_since_frac_theta > Q352_T26_sqrt_frac_left > Q352_T06_since_sqrt_triangle > Q352_T15_605_sqrt_151 > Q352_T41_logical_arithmetic_steps,True
352,4,5,Q352_T17_properties_geometric_set > Q352_T08_angle_since_altitude > Q352_T01_frac_alpha_right > Q352_T08_angle_since_altitude > Q352_T42_angle_dmb_now > Q352_T01_frac_alpha_right > Q352_T01_frac_alpha_right > Q352_T02_theta_tan_equation > Q352_T12_triple_theta_use > Q352_T04_angle_theta_alpha > Q352_T22_tan_frac_32t > Q352_T05_since_frac_theta > Q352_T01_frac_alpha_right > Q352_T07_sqrt_frac_121 > Q352_T06_since_sqrt_triangle > Q352_T27_approx_double_tan > Q352_T14_sqrt_perimeter_2ab,False
352,5,6,Q352_T03_step_perimeter_triangle > Q352_T16_angle_since_frac > Q352_T01_frac_alpha_right > Q352_T01_frac_alpha_right > Q352_T07_sqrt_frac_121 > Q352_T43_correct_step_sqrt,False
352,6,7,Q352_T24_variables_problem_statement > Q352_T18_since_base_sqrt > Q352_T28_angle_bac_triangle > Q352_T01_frac_alpha_right > Q352_T02_theta_tan_equation > Q352_T26_sqrt_frac_left > Q352_T06_since_sqrt_triangle > Q352_T27_approx_double_tan > Q352_T14_sqrt_perimeter_2ab,False
352,7,8,Q352_T03_step_perimeter_triangle > Q352_T08_angle_since_altitude > Q352_T01_frac_alpha_right > Q352_T02_theta_tan_equation > Q352_T29_sqrt_frac_121 > Q352_T10_theta_sqrt_tan,False
352,8,9,Q352_T03_step_perimeter_triangle > Q352_T28_angle_bac_triangle > Q352_T04_angle_theta_alpha > Q352_T02_theta_tan_equation > Q352_T44_step_multiply_frac > Q352_T29_sqrt_frac_121 > Q352_T45_125_sqrt_perimeter,False
352,9,11,Q352_T46_variables_coordinate_set > Q352_T25_point_since_setup > Q352_T47_angle_analyze_triangle > Q352_T19_angle_triangle_bdc > Q352_T01_frac_alpha_right > Q352_T01_frac_alpha_right > Q352_T02_theta_tan_equation > Q352_T12_triple_theta_use > Q352_T04_angle_theta_alpha > Q352_T13_multiply_sides_frac > Q352_T05_since_frac_theta > Q352_T48_lengths_tan_times > Q352_T07_sqrt_frac_121 > Q352_T06_since_sqrt_triangle > Q352_T15_605_sqrt_151 > Q352_T49_seems_correct_value,True
