question_id,sample_id,attempt_index,tokenized_trace,is_correct
17,0,0,Q17_T01_divided_use_find > Q17_T07_geometric_series_dots > Q17_T57_dividend_step_analyze > Q17_T19_step_multiply_subtract,True
17,0,0,Q17_T02_find_value_archimedes > Q17_T83_frac_4xy_terms > Q17_T32_text_frac_opt > Q17_T84_vertex_brahmagupta_frac,True
17,1,1,Q17_T01_divided_use_find > Q17_T07_geometric_series_dots > Q17_T20_step_polynomial_use > Q17_T21_need_now_frac > Q17_T58_step_term_terms,False
17,1,1,Q17_T02_find_value_archimedes > Q17_T08_chooses_brahmagupta_archimedes > Q17_T33_maximizing_analyze_fixed > Q17_T05_4xy_term_expand > Q17_T34_back_substitute_expression > Q17_T85_constant_consider_now > Q17_T06_form_quadratic_where > Q17_T03_opens_since_parabola > Q17_T35_coordinate_vertex_quadratic > Q17_T09_will_brahmagupta_choose > Q17_T36_substitute_terms_maximum > Q17_T86_substitute_form_simplified > Q17_T13_term_remains_calculate > Q17_T05_4xy_term_expand > Q17_T87_term_note > Q17_T13_term_remains_calculate > Q17_T14_summing_these_max > Q17_T10_terms_group_constant > Q17_T88_text_can_maximum > Q17_T37_analyze_strategy_minimizing > Q17_T38_leading_quadratic_positive > Q17_T32_text_frac_opt > Q17_T04_should_choose_archimedes,False
17,2,2,Q17_T01_divided_use_find > Q17_T59_method_sums_factorization > Q17_T60_identity_powers_recall > Q17_T61_case_which_odd > Q17_T62_values_identity_substituting > Q17_T63_however_not_identity > Q17_T64_dividing_polynomial_theorem > Q17_T22_write_can_where > Q17_T23_rearranging_solve_equation > Q17_T21_need_now_frac > Q17_T24_quotient > Q17_T25_long_polynomial_method > Q17_T26_dots_divide > Q17_T65_divide_multiply_bring > Q17_T66_yields_terms_process > Q17_T24_quotient,False
17,2,2,Q17_T89_analyze_played_need > Q17_T39_functions_surface_understand > Q17_T40_chooses_proceeds_game > Q17_T09_will_brahmagupta_choose > Q17_T90_expand_expression_fixed > Q17_T91_constant_now_partial > Q17_T41_point_zero_set > Q17_T92_point_ensure_partial > Q17_T93_substitute_back_original > Q17_T94_base_term_terms > Q17_T12_misc > Q17_T95_expand_term_just > Q17_T96_16x_12x_summing > Q17_T97_vertex_parabola_wants > Q17_T15_here_frac > Q17_T42_implies_derivative_frac > Q17_T04_should_choose_archimedes,False
17,3,3,Q17_T01_divided_use_find > Q17_T67_geometric_not_series > Q17_T20_step_polynomial_use > Q17_T27_coefficients_remainder_quotient,False
17,3,3,Q17_T02_find_value_archimedes > Q17_T98_chooses_moves_his > Q17_T43_analyze_given_brahmagupta > Q17_T05_4xy_term_expand > Q17_T99_fixed_wants_brahmagupta > Q17_T03_opens_since_parabola > Q17_T100_set_derivative_partial > Q17_T09_will_brahmagupta_choose > Q17_T44_substitute_back_now > Q17_T12_misc > Q17_T13_term_remains_calculate > Q17_T14_summing_these_max > Q17_T10_terms_group_constant > Q17_T45_outcome_function_representing > Q17_T101_square_method_completing > Q17_T102_12x_16x_consistent > Q17_T46_optimal_wants_archimedes > Q17_T35_coordinate_vertex_quadratic > Q17_T42_implies_derivative_frac > Q17_T04_should_choose_archimedes,False
17,4,4,Q17_T01_divided_use_find > Q17_T28_step_factorization_dots > Q17_T68_step_formula_using > Q17_T27_coefficients_remainder_quotient,True
17,4,4,Q17_T02_find_value_archimedes > Q17_T39_functions_surface_understand > Q17_T40_chooses_proceeds_game > Q17_T103_since_choice_game > Q17_T47_maximizing_analyze_optimization > Q17_T06_form_quadratic_where > Q17_T03_opens_since_parabola > Q17_T16_coefficients_text_frac > Q17_T44_substitute_back_now > Q17_T48_24x_4ac_32x > Q17_T104_divide_24x_now > Q17_T49_can_any_brahmagupta > Q17_T50_analyze_optimization_minimizing > Q17_T11_coordinate_vertex_frac > Q17_T51_chooses_logic_double > Q17_T17_match_using_calculations > Q17_T105_minimum_since_opening,True
