motif,motif_pretty,length,support_total,support_correct,support_incorrect,p_correct,p_incorrect,enrichment_correct,enrichment_incorrect,dominant_label
compute|analyze,compute -> analyze,2,192,136,56,0.708333,0.291667,2.403509,0.416058,correct
analyze|compute,analyze -> compute,2,186,139,47,0.747312,0.252688,2.916667,0.342857,correct
instantiate|compute,instantiate -> compute,2,167,120,47,0.718563,0.281437,2.520833,0.396694,correct
analyze|instantiate,analyze -> instantiate,2,144,107,37,0.743056,0.256944,2.842105,0.351852,correct
instantiate|analyze,instantiate -> analyze,2,130,94,36,0.723077,0.276923,2.567568,0.389474,correct
compute|instantiate,compute -> instantiate,2,124,79,45,0.637097,0.362903,1.739130,0.575000,correct
compute|analyze|instantiate,compute -> analyze -> instantiate,3,101,71,30,0.702970,0.297030,2.322581,0.430556,correct
check-constraint|compute,check-constraint -> compute,2,82,61,21,0.743902,0.256098,2.818182,0.354839,correct
analyze|compute|analyze,analyze -> compute -> analyze,3,79,61,18,0.772152,0.227848,3.263158,0.306452,correct
analyze|instantiate|compute,analyze -> instantiate -> compute,3,79,56,23,0.708861,0.291139,2.375000,0.421053,correct
compute|check-constraint,compute -> check-constraint,2,77,46,31,0.597403,0.402597,1.468750,0.680851,correct
instantiate|analyze|compute,instantiate -> analyze -> compute,3,76,55,21,0.723684,0.276316,2.545455,0.392857,correct
compute|substitute,compute -> substitute,2,75,49,26,0.653333,0.346667,1.851852,0.540000,correct
substitute|compute,substitute -> compute,2,71,54,17,0.760563,0.239437,3.055556,0.327273,correct
conclude|compute,conclude -> compute,2,70,36,34,0.514286,0.485714,1.057143,0.945946,correct
compute|instantiate|compute,compute -> instantiate -> compute,3,66,45,21,0.681818,0.318182,2.090909,0.478261,correct
instantiate|compute|analyze,instantiate -> compute -> analyze,3,63,43,20,0.682540,0.317460,2.095238,0.477273,correct
analyze|check-constraint,analyze -> check-constraint,2,61,48,13,0.786885,0.213115,3.500000,0.285714,correct
compute|conclude,compute -> conclude,2,61,44,17,0.721311,0.278689,2.500000,0.400000,correct
check-constraint|analyze,check-constraint -> analyze,2,61,43,18,0.704918,0.295082,2.315789,0.431818,correct
analyze|conclude,analyze -> conclude,2,61,43,18,0.704918,0.295082,2.315789,0.431818,correct
compute|analyze|instantiate|compute,compute -> analyze -> instantiate -> compute,4,55,36,19,0.654545,0.345455,1.850000,0.540541,correct
rewrite|analyze,rewrite -> analyze,2,54,39,15,0.722222,0.277778,2.500000,0.400000,correct
analyze|instantiate|analyze,analyze -> instantiate -> analyze,3,52,39,13,0.750000,0.250000,2.857143,0.350000,correct
instantiate|check-constraint,instantiate -> check-constraint,2,50,37,13,0.740000,0.260000,2.714286,0.368421,correct
instantiate|rewrite,instantiate -> rewrite,2,50,32,18,0.640000,0.360000,1.736842,0.575758,correct
apply-formula|compute,apply-formula -> compute,2,49,31,18,0.632653,0.367347,1.684211,0.593750,correct
compute|count,compute -> count,2,48,34,14,0.708333,0.291667,2.333333,0.428571,correct
count|analyze,count -> analyze,2,47,37,10,0.787234,0.212766,3.454545,0.289474,correct
rewrite|compute,rewrite -> compute,2,46,37,9,0.804348,0.195652,3.800000,0.263158,correct
compute|rewrite,compute -> rewrite,2,46,33,13,0.717391,0.282609,2.428571,0.411765,correct
instantiate|compute|substitute,instantiate -> compute -> substitute,3,43,33,10,0.767442,0.232558,3.090909,0.323529,correct
analyze|check-constraint|compute,analyze -> check-constraint -> compute,3,43,32,11,0.744186,0.255814,2.750000,0.363636,correct
check-constraint|analyze|compute,check-constraint -> analyze -> compute,3,43,31,12,0.720930,0.279070,2.461538,0.406250,correct
compute|compare,compute -> compare,2,42,34,8,0.809524,0.190476,3.888889,0.257143,correct
compute|apply-formula,compute -> apply-formula,2,42,32,10,0.761905,0.238095,3.000000,0.333333,correct
apply-formula|analyze,apply-formula -> analyze,2,42,32,10,0.761905,0.238095,3.000000,0.333333,correct
analyze|substitute,analyze -> substitute,2,41,32,9,0.780488,0.219512,3.300000,0.303030,correct
compute|analyze|check-constraint,compute -> analyze -> check-constraint,3,39,31,8,0.794872,0.205128,3.555556,0.281250,correct
count|compute,count -> compute,2,38,25,13,0.657895,0.342105,1.857143,0.538462,correct
analyze|compute|analyze|instantiate,analyze -> compute -> analyze -> instantiate,4,37,27,10,0.729730,0.270270,2.545455,0.392857,correct
analyze|compute|instantiate,analyze -> compute -> instantiate,3,37,22,15,0.594595,0.405405,1.437500,0.695652,correct
compute|case-split,compute -> case-split,2,36,29,7,0.805556,0.194444,3.750000,0.266667,correct
conclude|analyze,conclude -> analyze,2,35,30,5,0.857143,0.142857,5.166667,0.193548,correct
instantiate|analyze|compute|analyze,instantiate -> analyze -> compute -> analyze,4,35,27,8,0.771429,0.228571,3.111111,0.321429,correct
compute|analyze|conclude,compute -> analyze -> conclude,3,34,27,7,0.794118,0.205882,3.500000,0.285714,correct
compute|check-constraint|analyze,compute -> check-constraint -> analyze,3,34,23,11,0.676471,0.323529,2.000000,0.500000,correct
analyze|compare,analyze -> compare,2,34,21,13,0.617647,0.382353,1.571429,0.636364,correct
apply-formula|instantiate,apply-formula -> instantiate,2,34,18,16,0.529412,0.470588,1.117647,0.894737,correct
check-constraint|instantiate,check-constraint -> instantiate,2,33,29,4,0.878788,0.121212,6.000000,0.166667,correct
analyze|count,analyze -> count,2,33,23,10,0.696970,0.303030,2.181818,0.458333,correct
analyze|apply-formula,analyze -> apply-formula,2,33,15,18,0.454545,0.545455,0.842105,1.187500,incorrect
case-split|analyze,case-split -> analyze,2,31,27,4,0.870968,0.129032,5.600000,0.178571,correct
compute|analyze|instantiate|analyze,compute -> analyze -> instantiate -> analyze,4,31,22,9,0.709677,0.290323,2.300000,0.434783,correct
substitute|compute|analyze,substitute -> compute -> analyze,3,30,28,2,0.933333,0.066667,9.666667,0.103448,correct
compute|substitute|compute,compute -> substitute -> compute,3,30,25,5,0.833333,0.166667,4.333333,0.230769,correct
compute|instantiate|analyze,compute -> instantiate -> analyze,3,30,15,15,0.500000,0.500000,1.000000,1.000000,tie
rewrite|analyze|compute,rewrite -> analyze -> compute,3,29,24,5,0.827586,0.172414,4.166667,0.240000,correct
rewrite|instantiate,rewrite -> instantiate,2,29,24,5,0.827586,0.172414,4.166667,0.240000,correct
analyze|case-split,analyze -> case-split,2,28,25,3,0.892857,0.107143,6.500000,0.153846,correct
compute|backtrack,compute -> backtrack,2,28,19,9,0.678571,0.321429,2.000000,0.500000,correct
compute|analyze|substitute,compute -> analyze -> substitute,3,27,20,7,0.740741,0.259259,2.625000,0.380952,correct
analyze|instantiate|analyze|compute,analyze -> instantiate -> analyze -> compute,4,27,18,9,0.666667,0.333333,1.900000,0.526316,correct
compare|compute,compare -> compute,2,27,16,11,0.592593,0.407407,1.416667,0.705882,correct
count|case-split,count -> case-split,2,26,24,2,0.923077,0.076923,8.333333,0.120000,correct
backtrack|compute,backtrack -> compute,2,26,20,6,0.769231,0.230769,3.000000,0.333333,correct
compute|analyze|check-constraint|compute,compute -> analyze -> check-constraint -> compute,4,26,19,7,0.730769,0.269231,2.500000,0.400000,correct
instantiate|compute|analyze|instantiate,instantiate -> compute -> analyze -> instantiate,4,26,16,10,0.615385,0.384615,1.545455,0.647059,correct
case-split|compute,case-split -> compute,2,25,20,5,0.800000,0.200000,3.500000,0.285714,correct
analyze|substitute|compute,analyze -> substitute -> compute,3,25,19,6,0.760000,0.240000,2.857143,0.350000,correct
compute|check-constraint|analyze|compute,compute -> check-constraint -> analyze -> compute,4,25,16,9,0.640000,0.360000,1.700000,0.588235,correct
count|analyze|instantiate,count -> analyze -> instantiate,3,24,21,3,0.875000,0.125000,5.500000,0.181818,correct
analyze|instantiate|compute|analyze,analyze -> instantiate -> compute -> analyze,4,24,17,7,0.708333,0.291667,2.250000,0.444444,correct
conclude|analyze|compute,conclude -> analyze -> compute,3,23,19,4,0.826087,0.173913,4.000000,0.250000,correct
count|analyze|compute,count -> analyze -> compute,3,23,17,6,0.739130,0.260870,2.571429,0.388889,correct
compute|instantiate|compute|analyze,compute -> instantiate -> compute -> analyze,4,23,14,9,0.608696,0.391304,1.500000,0.666667,correct
compute|conclude|compute,compute -> conclude -> compute,3,23,13,10,0.565217,0.434783,1.272727,0.785714,correct
backtrack|analyze,backtrack -> analyze,2,22,18,4,0.818182,0.181818,3.800000,0.263158,correct
instantiate|compute|apply-formula,instantiate -> compute -> apply-formula,3,22,17,5,0.772727,0.227273,3.000000,0.333333,correct
instantiate|rewrite|analyze,instantiate -> rewrite -> analyze,3,22,15,7,0.681818,0.318182,2.000000,0.500000,correct
analyze|compute|check-constraint,analyze -> compute -> check-constraint,3,22,15,7,0.681818,0.318182,2.000000,0.500000,correct
apply-formula|analyze|compute,apply-formula -> analyze -> compute,3,22,15,7,0.681818,0.318182,2.000000,0.500000,correct
compute|rewrite|analyze,compute -> rewrite -> analyze,3,22,14,8,0.636364,0.363636,1.666667,0.600000,correct
instantiate|compute|substitute|compute,instantiate -> compute -> substitute -> compute,4,21,18,3,0.857143,0.142857,4.750000,0.210526,correct
instantiate|compute|rewrite,instantiate -> compute -> rewrite,3,21,17,4,0.809524,0.190476,3.600000,0.277778,correct
instantiate|check-constraint|analyze,instantiate -> check-constraint -> analyze,3,21,15,6,0.714286,0.285714,2.285714,0.437500,correct
analyze|compute|instantiate|compute,analyze -> compute -> instantiate -> compute,4,21,10,11,0.476190,0.523810,0.916667,1.090909,incorrect
compute|analyze|compare,compute -> analyze -> compare,3,21,9,12,0.428571,0.571429,0.769231,1.300000,incorrect
conclude|compute|analyze,conclude -> compute -> analyze,3,21,7,14,0.333333,0.666667,0.533333,1.875000,incorrect
check-constraint|compute|analyze,check-constraint -> compute -> analyze,3,20,19,1,0.950000,0.050000,10.000000,0.100000,correct
case-split|count,case-split -> count,2,20,18,2,0.900000,0.100000,6.333333,0.157895,correct
compute|apply-formula|analyze,compute -> apply-formula -> analyze,3,20,16,4,0.800000,0.200000,3.400000,0.294118,correct
analyze|rewrite,analyze -> rewrite,2,20,16,4,0.800000,0.200000,3.400000,0.294118,correct
apply-formula|instantiate|compute,apply-formula -> instantiate -> compute,3,20,15,5,0.750000,0.250000,2.666667,0.375000,correct
compute|instantiate|analyze|compute,compute -> instantiate -> analyze -> compute,4,20,10,10,0.500000,0.500000,1.000000,1.000000,tie
compute|case-split|analyze,compute -> case-split -> analyze,3,19,17,2,0.894737,0.105263,6.000000,0.166667,correct
instantiate|compute|compare,instantiate -> compute -> compare,3,19,16,3,0.842105,0.157895,4.250000,0.235294,correct
instantiate|check-constraint|compute,instantiate -> check-constraint -> compute,3,19,16,3,0.842105,0.157895,4.250000,0.235294,correct
instantiate|rewrite|compute,instantiate -> rewrite -> compute,3,19,15,4,0.789474,0.210526,3.200000,0.312500,correct
compare|analyze,compare -> analyze,2,19,15,4,0.789474,0.210526,3.200000,0.312500,correct
compute|analyze|substitute|compute,compute -> analyze -> substitute -> compute,4,19,14,5,0.736842,0.263158,2.500000,0.400000,correct
compute|analyze|count,compute -> analyze -> count,3,19,14,5,0.736842,0.263158,2.500000,0.400000,correct
analyze|compute|conclude,analyze -> compute -> conclude,3,19,13,6,0.684211,0.315789,2.000000,0.500000,correct
analyze|backtrack,analyze -> backtrack,2,19,13,6,0.684211,0.315789,2.000000,0.500000,correct
analyze|conclude|compute,analyze -> conclude -> compute,3,19,12,7,0.631579,0.368421,1.625000,0.615385,correct
analyze|count|compute,analyze -> count -> compute,3,19,10,9,0.526316,0.473684,1.100000,0.909091,correct
compute|rewrite|instantiate,compute -> rewrite -> instantiate,3,18,15,3,0.833333,0.166667,4.000000,0.250000,correct
compute|instantiate|rewrite,compute -> instantiate -> rewrite,3,18,14,4,0.777778,0.222222,3.000000,0.333333,correct
check-constraint|compare,check-constraint -> compare,2,18,13,5,0.722222,0.277778,2.333333,0.428571,correct
instantiate|compute|check-constraint,instantiate -> compute -> check-constraint,3,18,12,6,0.666667,0.333333,1.857143,0.538462,correct
instantiate|apply-formula,instantiate -> apply-formula,2,18,12,6,0.666667,0.333333,1.857143,0.538462,correct
instantiate|compute|instantiate,instantiate -> compute -> instantiate,3,18,9,9,0.500000,0.500000,1.000000,1.000000,tie
analyze|apply-formula|compute,analyze -> apply-formula -> compute,3,18,9,9,0.500000,0.500000,1.000000,1.000000,tie
substitute|analyze,substitute -> analyze,2,18,5,13,0.277778,0.722222,0.428571,2.333333,incorrect
compute|analyze|case-split,compute -> analyze -> case-split,3,17,14,3,0.823529,0.176471,3.750000,0.266667,correct
instantiate|count,instantiate -> count,2,17,14,3,0.823529,0.176471,3.750000,0.266667,correct
compute|count|compute,compute -> count -> compute,3,17,13,4,0.764706,0.235294,2.800000,0.357143,correct
compare|instantiate,compare -> instantiate,2,17,13,4,0.764706,0.235294,2.800000,0.357143,correct
check-constraint|instantiate|compute,check-constraint -> instantiate -> compute,3,16,14,2,0.875000,0.125000,5.000000,0.200000,correct
count|rewrite,count -> rewrite,2,16,13,3,0.812500,0.187500,3.500000,0.285714,correct
analyze|compute|check-constraint|analyze,analyze -> compute -> check-constraint -> analyze,4,16,12,4,0.750000,0.250000,2.600000,0.384615,correct
compute|count|analyze,compute -> count -> analyze,3,16,12,4,0.750000,0.250000,2.600000,0.384615,correct
instantiate|compute|conclude,instantiate -> compute -> conclude,3,16,11,5,0.687500,0.312500,2.000000,0.500000,correct
compute|instantiate|check-constraint,compute -> instantiate -> check-constraint,3,16,10,6,0.625000,0.375000,1.571429,0.636364,correct
check-constraint|compute|check-constraint,check-constraint -> compute -> check-constraint,3,16,6,10,0.375000,0.625000,0.636364,1.571429,incorrect
check-constraint|conclude,check-constraint -> conclude,2,15,12,3,0.800000,0.200000,3.250000,0.307692,correct
conclude|check-constraint,conclude -> check-constraint,2,15,12,3,0.800000,0.200000,3.250000,0.307692,correct
compute|instantiate|compute|substitute,compute -> instantiate -> compute -> substitute,4,15,9,6,0.600000,0.400000,1.428571,0.700000,correct
compare|check-constraint,compare -> check-constraint,2,15,8,7,0.533333,0.466667,1.125000,0.888889,correct
instantiate|analyze|apply-formula,instantiate -> analyze -> apply-formula,3,15,6,9,0.400000,0.600000,0.700000,1.428571,incorrect
compute|substitute|compute|analyze,compute -> substitute -> compute -> analyze,4,14,13,1,0.928571,0.071429,7.000000,0.142857,correct
rewrite|analyze|instantiate,rewrite -> analyze -> instantiate,3,14,11,3,0.785714,0.214286,3.000000,0.333333,correct
backtrack|analyze|compute,backtrack -> analyze -> compute,3,14,11,3,0.785714,0.214286,3.000000,0.333333,correct
rewrite|instantiate|compute,rewrite -> instantiate -> compute,3,14,11,3,0.785714,0.214286,3.000000,0.333333,correct
compute|rewrite|analyze|compute,compute -> rewrite -> analyze -> compute,4,14,10,4,0.714286,0.285714,2.200000,0.454545,correct
instantiate|check-constraint|analyze|compute,instantiate -> check-constraint -> analyze -> compute,4,14,10,4,0.714286,0.285714,2.200000,0.454545,correct
compute|apply-formula|instantiate,compute -> apply-formula -> instantiate,3,14,10,4,0.714286,0.285714,2.200000,0.454545,correct
instantiate|apply-formula|compute,instantiate -> apply-formula -> compute,3,14,10,4,0.714286,0.285714,2.200000,0.454545,correct
substitute|rewrite,substitute -> rewrite,2,14,10,4,0.714286,0.285714,2.200000,0.454545,correct
count|instantiate,count -> instantiate,2,14,10,4,0.714286,0.285714,2.200000,0.454545,correct
apply-formula|substitute,apply-formula -> substitute,2,14,5,9,0.357143,0.642857,0.600000,1.666667,incorrect
rewrite|conclude,rewrite -> conclude,2,14,5,9,0.357143,0.642857,0.600000,1.666667,incorrect
count|analyze|instantiate|analyze,count -> analyze -> instantiate -> analyze,4,13,11,2,0.846154,0.153846,4.000000,0.250000,correct
analyze|compute|analyze|check-constraint,analyze -> compute -> analyze -> check-constraint,4,13,11,2,0.846154,0.153846,4.000000,0.250000,correct
case-split|analyze|compute,case-split -> analyze -> compute,3,13,11,2,0.846154,0.153846,4.000000,0.250000,correct
case-split|instantiate,case-split -> instantiate,2,13,11,2,0.846154,0.153846,4.000000,0.250000,correct
check-constraint|analyze|compute|analyze,check-constraint -> analyze -> compute -> analyze,4,13,10,3,0.769231,0.230769,2.750000,0.363636,correct
analyze|conclude|analyze,analyze -> conclude -> analyze,3,13,10,3,0.769231,0.230769,2.750000,0.363636,correct
count|compute|analyze,count -> compute -> analyze,3,13,9,4,0.692308,0.307692,2.000000,0.500000,correct
conclude|instantiate,conclude -> instantiate,2,13,8,5,0.615385,0.384615,1.500000,0.666667,correct
instantiate|analyze|compute|instantiate,instantiate -> analyze -> compute -> instantiate,4,13,7,6,0.538462,0.461538,1.142857,0.875000,correct
analyze|compare|compute,analyze -> compare -> compute,3,13,7,6,0.538462,0.461538,1.142857,0.875000,correct
rewrite|apply-formula,rewrite -> apply-formula,2,13,4,9,0.307692,0.692308,0.500000,2.000000,incorrect
substitute|analyze|compute,substitute -> analyze -> compute,3,13,3,10,0.230769,0.769231,0.363636,2.750000,incorrect
compare|analyze|compute,compare -> analyze -> compute,3,12,12,0,1.000000,0.000000,13.000000,0.076923,correct
rewrite|analyze|instantiate|compute,rewrite -> analyze -> instantiate -> compute,4,12,11,1,0.916667,0.083333,6.000000,0.166667,correct
analyze|substitute|compute|analyze,analyze -> substitute -> compute -> analyze,4,12,11,1,0.916667,0.083333,6.000000,0.166667,correct
compute|conclude|analyze,compute -> conclude -> analyze,3,12,11,1,0.916667,0.083333,6.000000,0.166667,correct
count|rewrite|compute,count -> rewrite -> compute,3,12,9,3,0.750000,0.250000,2.500000,0.400000,correct
apply-formula|analyze|instantiate,apply-formula -> analyze -> instantiate,3,12,9,3,0.750000,0.250000,2.500000,0.400000,correct
instantiate|substitute,instantiate -> substitute,2,12,9,3,0.750000,0.250000,2.500000,0.400000,correct
check-constraint|rewrite,check-constraint -> rewrite,2,12,9,3,0.750000,0.250000,2.500000,0.400000,correct
substitute|compute|instantiate,substitute -> compute -> instantiate,3,12,8,4,0.666667,0.333333,1.800000,0.555556,correct
analyze|compute|count,analyze -> compute -> count,3,12,8,4,0.666667,0.333333,1.800000,0.555556,correct
apply-formula|compute|analyze,apply-formula -> compute -> analyze,3,12,7,5,0.583333,0.416667,1.333333,0.750000,correct
compute|substitute|analyze,compute -> substitute -> analyze,3,12,2,10,0.166667,0.833333,0.272727,3.666667,incorrect
analyze|compute|analyze|substitute,analyze -> compute -> analyze -> substitute,4,11,10,1,0.909091,0.090909,5.500000,0.181818,correct
check-constraint|compute|case-split,check-constraint -> compute -> case-split,3,11,10,1,0.909091,0.090909,5.500000,0.181818,correct
conclude|case-split,conclude -> case-split,2,11,10,1,0.909091,0.090909,5.500000,0.181818,correct
analyze|instantiate|count,analyze -> instantiate -> count,3,11,9,2,0.818182,0.181818,3.333333,0.300000,correct
rewrite|compute|instantiate,rewrite -> compute -> instantiate,3,11,9,2,0.818182,0.181818,3.333333,0.300000,correct
compute|instantiate|rewrite|analyze,compute -> instantiate -> rewrite -> analyze,4,11,8,3,0.727273,0.272727,2.250000,0.444444,correct
substitute|check-constraint,substitute -> check-constraint,2,11,8,3,0.727273,0.272727,2.250000,0.444444,correct
compute|analyze|count|compute,compute -> analyze -> count -> compute,4,11,7,4,0.636364,0.363636,1.600000,0.625000,correct
analyze|compute|substitute,analyze -> compute -> substitute,3,11,7,4,0.636364,0.363636,1.600000,0.625000,correct
instantiate|compute|instantiate|analyze,instantiate -> compute -> instantiate -> analyze,4,11,6,5,0.545455,0.454545,1.166667,0.857143,correct
compare|check-constraint|compute,compare -> check-constraint -> compute,3,11,6,5,0.545455,0.454545,1.166667,0.857143,correct
substitute|instantiate,substitute -> instantiate,2,11,6,5,0.545455,0.454545,1.166667,0.857143,correct
conclude|compute|instantiate,conclude -> compute -> instantiate,3,11,4,7,0.363636,0.636364,0.625000,1.600000,incorrect
backtrack|instantiate,backtrack -> instantiate,2,11,4,7,0.363636,0.636364,0.625000,1.600000,incorrect
compute|count|case-split,compute -> count -> case-split,3,10,10,0,1.000000,0.000000,11.000000,0.090909,correct
analyze|instantiate|compute|rewrite,analyze -> instantiate -> compute -> rewrite,4,10,9,1,0.900000,0.100000,5.000000,0.200000,correct
count|instantiate|analyze,count -> instantiate -> analyze,3,10,9,1,0.900000,0.100000,5.000000,0.200000,correct
check-constraint|instantiate|analyze,check-constraint -> instantiate -> analyze,3,10,9,1,0.900000,0.100000,5.000000,0.200000,correct
analyze|count|analyze,analyze -> count -> analyze,3,10,9,1,0.900000,0.100000,5.000000,0.200000,correct
count|case-split|count,count -> case-split -> count,3,10,9,1,0.900000,0.100000,5.000000,0.200000,correct
instantiate|rewrite|analyze|instantiate,instantiate -> rewrite -> analyze -> instantiate,4,10,8,2,0.800000,0.200000,3.000000,0.333333,correct
count|analyze|compute|analyze,count -> analyze -> compute -> analyze,4,10,8,2,0.800000,0.200000,3.000000,0.333333,correct
instantiate|compute|apply-formula|instantiate,instantiate -> compute -> apply-formula -> instantiate,4,10,8,2,0.800000,0.200000,3.000000,0.333333,correct
analyze|instantiate|check-constraint,analyze -> instantiate -> check-constraint,3,10,8,2,0.800000,0.200000,3.000000,0.333333,correct
compute|substitute|rewrite,compute -> substitute -> rewrite,3,10,8,2,0.800000,0.200000,3.000000,0.333333,correct
rewrite|instantiate|analyze,rewrite -> instantiate -> analyze,3,10,8,2,0.800000,0.200000,3.000000,0.333333,correct
analyze|compute|rewrite,analyze -> compute -> rewrite,3,10,8,2,0.800000,0.200000,3.000000,0.333333,correct
analyze|check-constraint|conclude,analyze -> check-constraint -> conclude,3,10,8,2,0.800000,0.200000,3.000000,0.333333,correct
compute|backtrack|compute,compute -> backtrack -> compute,3,10,8,2,0.800000,0.200000,3.000000,0.333333,correct
analyze|compute|case-split,analyze -> compute -> case-split,3,10,8,2,0.800000,0.200000,3.000000,0.333333,correct
apply-formula|backtrack,apply-formula -> backtrack,2,10,8,2,0.800000,0.200000,3.000000,0.333333,correct
analyze|instantiate|compute|apply-formula,analyze -> instantiate -> compute -> apply-formula,4,10,7,3,0.700000,0.300000,2.000000,0.500000,correct
analyze|conclude|analyze|compute,analyze -> conclude -> analyze -> compute,4,10,7,3,0.700000,0.300000,2.000000,0.500000,correct
compute|compare|compute,compute -> compare -> compute,3,10,7,3,0.700000,0.300000,2.000000,0.500000,correct
compute|analyze|apply-formula,compute -> analyze -> apply-formula,3,10,6,4,0.600000,0.400000,1.400000,0.714286,correct
instantiate|conclude,instantiate -> conclude,2,10,6,4,0.600000,0.400000,1.400000,0.714286,correct
compute|conclude|compute|analyze,compute -> conclude -> compute -> analyze,4,10,5,5,0.500000,0.500000,1.000000,1.000000,tie
apply-formula|instantiate|rewrite,apply-formula -> instantiate -> rewrite,3,10,2,8,0.200000,0.800000,0.333333,3.000000,incorrect
analyze|compute|analyze|conclude,analyze -> compute -> analyze -> conclude,4,9,9,0,1.000000,0.000000,10.000000,0.100000,correct
check-constraint|compute|analyze|instantiate,check-constraint -> compute -> analyze -> instantiate,4,9,9,0,1.000000,0.000000,10.000000,0.100000,correct
instantiate|compute|rewrite|instantiate,instantiate -> compute -> rewrite -> instantiate,4,9,9,0,1.000000,0.000000,10.000000,0.100000,correct
substitute|compute|analyze|conclude,substitute -> compute -> analyze -> conclude,4,9,9,0,1.000000,0.000000,10.000000,0.100000,correct
compute|case-split|analyze|compute,compute -> case-split -> analyze -> compute,4,9,9,0,1.000000,0.000000,10.000000,0.100000,correct
compute|check-constraint|instantiate,compute -> check-constraint -> instantiate,3,9,9,0,1.000000,0.000000,10.000000,0.100000,correct
compute|analyze|rewrite,compute -> analyze -> rewrite,3,9,9,0,1.000000,0.000000,10.000000,0.100000,correct
check-constraint|instantiate|check-constraint,check-constraint -> instantiate -> check-constraint,3,9,9,0,1.000000,0.000000,10.000000,0.100000,correct
rewrite|compute|analyze,rewrite -> compute -> analyze,3,9,9,0,1.000000,0.000000,10.000000,0.100000,correct
compare|conclude,compare -> conclude,2,9,9,0,1.000000,0.000000,10.000000,0.100000,correct
analyze|compute|compare,analyze -> compute -> compare,3,9,8,1,0.888889,0.111111,4.500000,0.222222,correct
instantiate|analyze|check-constraint,instantiate -> analyze -> check-constraint,3,9,8,1,0.888889,0.111111,4.500000,0.222222,correct
compare|instantiate|compute,compare -> instantiate -> compute,3,9,8,1,0.888889,0.111111,4.500000,0.222222,correct
analyze|case-split|count,analyze -> case-split -> count,3,9,8,1,0.888889,0.111111,4.500000,0.222222,correct
analyze|case-split|compute,analyze -> case-split -> compute,3,9,8,1,0.888889,0.111111,4.500000,0.222222,correct
case-split|analyze|instantiate,case-split -> analyze -> instantiate,3,9,8,1,0.888889,0.111111,4.500000,0.222222,correct
check-constraint|compute|instantiate,check-constraint -> compute -> instantiate,3,9,8,1,0.888889,0.111111,4.500000,0.222222,correct
conclude|compare,conclude -> compare,2,9,8,1,0.888889,0.111111,4.500000,0.222222,correct
check-constraint|case-split,check-constraint -> case-split,2,9,8,1,0.888889,0.111111,4.500000,0.222222,correct
compute|apply-formula|instantiate|compute,compute -> apply-formula -> instantiate -> compute,4,9,7,2,0.777778,0.222222,2.666667,0.375000,correct
instantiate|analyze|count,instantiate -> analyze -> count,3,9,7,2,0.777778,0.222222,2.666667,0.375000,correct
check-constraint|compute|compare,check-constraint -> compute -> compare,3,9,7,2,0.777778,0.222222,2.666667,0.375000,correct
instantiate|analyze|substitute,instantiate -> analyze -> substitute,3,9,7,2,0.777778,0.222222,2.666667,0.375000,correct
count|check-constraint,count -> check-constraint,2,9,7,2,0.777778,0.222222,2.666667,0.375000,correct
substitute|apply-formula,substitute -> apply-formula,2,9,7,2,0.777778,0.222222,2.666667,0.375000,correct
compute|apply-formula|analyze|compute,compute -> apply-formula -> analyze -> compute,4,9,6,3,0.666667,0.333333,1.750000,0.571429,correct
compute|check-constraint|compare,compute -> check-constraint -> compare,3,9,6,3,0.666667,0.333333,1.750000,0.571429,correct
conclude|instantiate|compute,conclude -> instantiate -> compute,3,9,6,3,0.666667,0.333333,1.750000,0.571429,correct
compute|compare|apply-formula,compute -> compare -> apply-formula,3,9,6,3,0.666667,0.333333,1.750000,0.571429,correct
compare|apply-formula,compare -> apply-formula,2,9,6,3,0.666667,0.333333,1.750000,0.571429,correct
instantiate|compute|analyze|substitute,instantiate -> compute -> analyze -> substitute,4,9,5,4,0.555556,0.444444,1.200000,0.833333,correct
instantiate|analyze|rewrite,instantiate -> analyze -> rewrite,3,9,5,4,0.555556,0.444444,1.200000,0.833333,correct
compute|analyze|backtrack,compute -> analyze -> backtrack,3,9,5,4,0.555556,0.444444,1.200000,0.833333,correct
count|compute|count,count -> compute -> count,3,9,5,4,0.555556,0.444444,1.200000,0.833333,correct
compute|substitute|instantiate,compute -> substitute -> instantiate,3,9,5,4,0.555556,0.444444,1.200000,0.833333,correct
compute|instantiate|apply-formula,compute -> instantiate -> apply-formula,3,9,3,6,0.333333,0.666667,0.571429,1.750000,incorrect
compute|substitute|analyze|compute,compute -> substitute -> analyze -> compute,4,9,2,7,0.222222,0.777778,0.375000,2.666667,incorrect
rewrite|conclude|compute,rewrite -> conclude -> compute,3,9,1,8,0.111111,0.888889,0.222222,4.500000,incorrect
compute|conclude|analyze|compute,compute -> conclude -> analyze -> compute,4,8,8,0,1.000000,0.000000,9.000000,0.111111,correct
check-constraint|compute|analyze|check-constraint,check-constraint -> compute -> analyze -> check-constraint,4,8,8,0,1.000000,0.000000,9.000000,0.111111,correct
check-constraint|instantiate|check-constraint|analyze,check-constraint -> instantiate -> check-constraint -> analyze,4,8,8,0,1.000000,0.000000,9.000000,0.111111,correct
check-constraint|compute|count,check-constraint -> compute -> count,3,8,8,0,1.000000,0.000000,9.000000,0.111111,correct
analyze|check-constraint|instantiate,analyze -> check-constraint -> instantiate,3,8,8,0,1.000000,0.000000,9.000000,0.111111,correct
